fecha,estacion,SSC,NIR
2024-12-01,11,228.12648,0.055411855011466726
2024-12-01,15,281.90244,0.0617623612715193
2024-12-01,16,418.61508,0.07790701914742358
2024-12-06,1,254.07239,0.05847585728827891
2024-12-06,2,264.47107,0.059703857354410375
2024-12-06,3,269.8906,0.06034386004690611
2024-12-06,4,250.92229,0.058103855937307367
2024-12-06,5,202.92574,0.05243585128920947
2024-12-06,6,217.18582,0.05411985148760389
2024-12-06,7,242.96239,0.057163856079017666
2024-12-06,8,218.43909,0.05426785254570748
2024-12-06,9,230.87007,0.0557358508168418
2024-12-06,10,234.49437,0.05616385135534095
2024-12-06,11,268.40024,0.0601678605759579
2024-12-06,12,259.42416,0.05910785807240924
2024-12-06,13,259.2548,0.05908785802517247
2024-12-06,14,247.09474,0.057651853216469574
2024-12-06,15,248.51738,0.05781985550272911
2024-12-06,16,239.47357,0.056751854633572595
2024-12-11,1,192.01898,0.05114785108136769
2024-12-11,2,220.81012,0.054547852026103044
2024-12-11,3,198.69174,0.05193585010829029
